recordId,drugName,condition,reviewComment,date,usefulCount,sideEffects,rating
147393,Alprazolam,Anxiety,"""Great medicine for anxiety.""",23-Feb-11,1,Mild Side Effects,3
199477,Depo-Provera,Abnormal Uterine Bleeding,"""I am a user of the birth control shot and I honestly love the fact that I do not have to worry about taking the pill. I just go to the doc every three months to renew my shot. But the only thing I hate is the bleeding for long periods. I have been on theshot for almost a year and a half. I remember the first three months, I experienced excruciating pain one day in my stomach, it felt so bad. I was in class and I had to run to the bathroom. When I was sitting on the toilet, this HUGE blood clot came out. It was almost the size of a tennis ball. Afterwards, my cramping stopped.""",1-Mar-15,8,Mild Side Effects,2
218488,Tri-Sprintec,Birth Control,"""Tri sprintec makes me sick every single day, like throwing up constantly unless I eat a lot. That is the downside. Upside: It cleared my acne like in 2 days and helped me lose weight, overall a good medicine for acne, maybe not for a birth control?""",29-Jun-17,0,Mild Side Effects,5
93148,Vortioxetine,Major Depressive Disorde,"""For the first 5 days I was excessively happy, I felt like I had finally found a medicine that was really going to work for me though the cost was a concern, my Dr was helping out with samples to see how it affected me as I am also ADHD, have an anxiety disorder, PTSD and other medical issues. On day 6 my face started tingling. Then I noticed that things didn&#039;t taste right like coffee no longer had flavor, soda tasted funny and so on. Later that day I was trying to talk to my dad and I kept losing words, my speech was very impaired and I felt so itchy all over like fire ants were biting me. I called my Dr who told me to stop it immediately. I stopped and my depression has worsened, my anxiety is worse and my speech is still impaired.""",17-Dec-15,32,Severe Side Effects,4
151925,Chantix,Smoking Cessation,"""DAY 8 - sore throat and minor headache. Had quit day planned for day 8 but had some craving and smoked 3 cigarettes. Still very proud of myself and have pushed quit day back a couple of days... still hopeful.""",15-Nov-11,2,Severe Side Effects,5
36836,Fentanyl,Pain,"""Finally after many years of increased pain from osteoarthritis a renowned pain clinic prescribed the duragesic patch. It was far more effective than any other medication. """,9-Aug-08,72,Mild Side Effects,5
2718,Diltiazem,High Blood Pressure,"""This medication when dispensed as Cartia was very effective.  Recently, my pharmacy started substituting from other sources.  (I guess they are saving a 10th of a cent per pill) and I am having negative reactions. Facial swelling, itching and rash on face and neck.  I have stopped using the medicine. """,21-Nov-09,29,Moderate Side Effects,1
83854,Ethinyl estradiol / norgestimate,Birth Control,"""So I&#039;ve been on sprintec for about a year, I&#039;m 19 yrs old about 5&#039;9&quot;. I&#039;m pretty sure this pill is what has made my life  hard for MONTHS. I wake up many mornings and vomit continuously, and have the worst stomach pain of my life. The throwing up usually goes away in the afternoon, but sometimes I&#039;ll throw up at night or feel terrible randomly. I&#039;ve gotten cameras down my stomach, blood work done on about everything, and everything has came back NORMAL. For some reason my doctors never suggested the fact that it might be sprintec, but as of today I&#039;m going to stop taking. Also, since I&#039;ve been throwing up, and have no appetite, my stomach has shrank and I&#039;ve lost about 20 pnds in 2 months, meaning I&#039;m no longer a healthy weight.""",13-Nov-17,1,Moderate Side Effects,5
130261,Levonorgestrel,Emergency Contraception,"""I took Plan B like 2 years ago and about a week after taking the pill I got my period. I have to emphasis that I took the pill within 3 hours of having unprotected sex. However in October 2013 we had unprotected sex and waited 48 hrs to take the pill.  I never got my period and I ended up getting pregnant even though I took the pill.  Like I said this pill works but the sooner you take the more likely it will work.""",18-Feb-14,24,Moderate Side Effects,5
165669,Levonorgestrel,Emergency Contraception,"""To all stressed out girls reading this: I was you until today. I had sex with my bf two weeks ago but he pulled out. I freaked out a day after, after doing some web research. We got levonorgestrel (we don&#039;t have Plan B here) 30 hours later. During these excruciating two weeks, I convinced myself I was pregnant because I did the one thing we all know we shouldn&#039;t do but we do anyways: web research. I invented pregnancy symptoms or really noticed those of PMS I had never ever paid attention to before, and it was horrible. I cried every night, I prayed every second. My period was late, and though I knew it might&#039;ve been a side effect, I was beginning to lose hope (the step after you panic). BUT IT WORKED. I got what should be my period today!!""",20-Apr-17,4,Mild Side Effects,5
104147,Ethinyl estradiol / levonorgestrel,Birth Control,"""I&#039;ve taken Levora, since I was 18, and am now 30. Not once have I noticed any issues except for a slight decrease in my sex drive. No weight gain, no cramps, very little mood swings(but that can be said for all, including men) my period lasts about three days and they are extremely light- to the point it can go unnoticed. I&#039;ve also had unprotected sex for 11 years with the same man, and not once have I been pregnant, or even a close call. My period arrives at exactly the same time every month like clock work. It makes me feel like a normal human being. I might  have one day prior to staring my period, in which I feel a little funky; but it sure beats the alternative! I&#039;d never switch, and if you&#039;re unsatisfied, try it!""",23-Jun-13,31,Moderate Side Effects,5
105055,Next Choice,Emergency Contraception,"""I had unprotected sex three days before ovulation, and took this within four hours after having sex. After reading some of the reviews, I was a little wary of how well it would work. I ended up experiencing my normal ovulation symptoms as well, which made me even more worried as this pill is supposed to prevent ovulation. I didn&#039;t experience any side effects (no headaches, nausea, etc), but I did have some cramping that began about four days after I took it, and continued off and on for about a week. My period ended up coming today, which is three days before I expected it. Give it time and try not to worry!""",3-Oct-17,2,Moderate Side Effects,5
58432,Fluticasone / salmeterol,"Asthma, Maintenance","""Advair gave me hypertension.""",31-Oct-09,23,Extremely Severe Side Effects,5
84145,Ethinyl estradiol / norgestimate,Birth Control,"""Took pill for full year. Breasts were sore everyday, gained 20 pounds, cried over everything, nothing good happened except I didn&#039;t get pregnant.""",10-May-17,6,Mild Side Effects,5
209983,Linagliptin,"Diabetes, Type 2","""I take metformin/glipizide and my doctor added tradjenta 5mg. I took it and within an hour I was dizzy, had bad headache for over 12 hours, back pain and nausea. It did lower my blood sugar a little but these side effects were overwhelming. Not going to continue with this medication.""",5-Oct-16,15,Mild Side Effects,2
13974,Bydureon,"Diabetes, Type 2","""Use it and love the results""",10-Mar-14,31,No Side Effects,2
46327,Modafinil,Hypersomnia,"""Before this medicine I always felt tired , irrated by little things,and sometime felt emotionless because of how tired I was I went to my neurologist was diagnosed with ideopathic hypersomnia which means when I sleep I guess I don&#039;t really sleep. All I know is I have a New perspective on life knowing there was something wrong with me and now this medicine controls it and makes me feel so much more awake and be just like anyone else that does not have this disorder I learned the hard way one day what will happen if I stop taking it. I will go back to my old depressed tired self""",1-Mar-15,10,No Side Effects,5
9129,Cefuroxime,Sinusitis,"""I am a chronic sinusitis sufferer and normally I let it play out and my body will usually fight it off but every now and then I have to get antibiotics, usually once a year and twice on rare occasions. It usually takes anywhere from 5-7 Days before I get any relief well this time I went in because my tongue seemed cut and burning and throat was a little sore but I wasn&#039;t suffering from the normal sinus pressure and headaches but was told infection had spread to my ears and throat and was put on cefuroxime 500mg twice daily and though my tongue is still sore it seems to be healing ok and my throat and ears are no longer sore ears are plugged a bit though. I breathe better through my nose. I have not experienced the taste as my pills are coated.""",11-Nov-11,37,Mild Side Effects,5
39030,Contrave,Weight Loss,"""I am 2 days into week 3. I have had zero side effects but I&#039;ve had 0 weight-loss and no loss of appetite. I don&#039;t know what I&#039;m doing wrong. Any suggestions?""",13-Jul-17,5,Mild Side Effects,5
200064,Varenicline,Smoking Cessation,"""I quit smoking with chantix ! If it wasn&#039;t for chantix I never would of been able to quit !! I loved smoking and and did it for 35 years ! I knew it was time to quit but I also knew I needed help then I heard about chantix ! Started taking it and set my quit day and I did it I didn&#039;t have bad cravings and it wasn&#039;t hard at all I couldn&#039;t believe it ! To my amazement I really can&#039;t say enough about chantix its great. It&#039;s now been over a year now and I am now a nonsmoker yay to chantix""",17-Oct-15,22,Severe Side Effects,5
71238,Lysteda,Menorrhagia,"""Within 20 minutes of taking this medication one side of my body became numb, I got really confused, and felt like I could not talk and then I lost consciousness briefly. It was the closest thing I can imagine to a stroke, and the after effects from this very scary experience lasted for days. I was told to discontinue immediately.""",7-Sep-16,28,Mild Side Effects,5
118789,Zoloft,Depression,"""I was suffering from depression and anxiety for as long as I could remember, but never sought treatment. My family has always been against relying on any sort of psychiatric drugs and believe in willpower as a medicine. Eventually, my condition got so bad, that I knew I had to do something about it. Zoloft saved my life! I feel like myself again and my rationality and naturally positive outlook have returned to me. Plus I haven&#039;t gained a pound! The only really negative side effect is reduced sex drive. This can also be due to hormonal birth control. I have also had very vivid dreams since going on Zoloft (50mg). That, I&#039;m not complaining about. Amazing medication!""",8-Mar-12,35,Mild Side Effects,5
175397,Scopolamine,Motion Sickness,"""Have  to take this when I am on cruises or would have motion sickness. 1st 5 yrs I took this no prob. The 6th cruise   my throat closed up and could hardly swallow while eating.  It dawned on me to try prilosec.  It enabled me to swallow.  This has happened the last 5 years over a 5 year stretch of cruises.""",2-Oct-17,2,No Side Effects,4
143512,Etonogestrel,Birth Control,"""I&#039;ve been on Nexplanon for about 2 and a half years. I have had nothing but problems with this thing. I have uncontrollable mood swings. Which isn&#039;t me at all. I get angry over the smallest things. I&#039;ve had more UTI&#039;s which were unknown to me before being on this. I overall would not recommend this to anyone unless you can deal with extreme mood swings and other health related issues.""",5-Jan-17,2,Mild Side Effects,5
12362,Atripla,HIV Infection,"""I was admitted to hospital in march 2011, my viral load was 1,730,000.00 (yep million) and CD4 count 30. I also had cryptococcal and was in a bad state. My Doctor prescribed Atripla after cryptococcal was bought under control, within 2 months, dropping my viral load to 300 and upping my CD4 to 135, I was feeling better than ever, with more energy.""",2-Aug-11,6,Moderate Side Effects,5
217901,Strattera,ADHD,"""I got way to many mental and physical negative side effects and it didn&#039;t seem to help that much. Although at times I felt I could pay attention better. I was only on 10mg. My doctor told me to stop taking it and now I have to see a psychiatrist.""",28-May-09,12,Moderate Side Effects,1
138576,Phentermine,Weight Loss,"""I agree, the best medical weight loss pill out on the market. What made me feel safe was knowing its been around, FDA approved for 60 years. I&#039;ve been on phentermine for a month and a half now and already reached my goal of 135. I lost a total of 20 pounds! I recommend to anyone wanting to lose weight fast.""",14-Mar-13,42,Mild Side Effects,5
221581,Ziana,Acne,"""DO NOT USE THIS PRODUCT!!! It made me breakout like never before. I had barely any acne before i began this product, but wanted to get rid of my occasional pimple for good. My dermatologist prescribed me this and i used it for a little over a week. My face has never been so dry, irritated, and worst of all, covered in acne. I had a huge breakout on my chin and yes this may just be the initital purge, but it ruins your skin and it is hard to recover from this. I was so depressed during this week and actually felt like a worthless human being because my face looked so bad. Dont trust these harsh skin products!!!""",5-May-16,5,Mild Side Effects,5
219782,Amitriptyline,ibromyalgia,"""I am using trypiyizole  10 mg for around 12 years to treat fibromylagia and I feel very happy 
With the improvement .I can say that it is a miracle drug ,also it did not cause any side effects
Though it is an old generation drug but it is much effective .""",3-Aug-17,10,Mild Side Effects,1
212583,Veramyst,Rhinitis,"""I&#039;ve taken Veramyst for 11 days. My cavity fluid was &quot;moderate.&quot; In one week the fluid was reduced to &quot;small.&quot; A moderate amount of fluid is very uncomfortable to me, with shortness of breath and sinking oxygen level. Blood oxygen went from 91% to 96% in that first week of using Veramyst. It&#039;s now at 98%. A huge difference to me in how I feel with the moderate amount of fluid to the small amount. No side effects noted.""",3-Oct-08,23,No Side Effects,5
13274,Amphetamine / dextroamphetamine,ADHD,"""I have  been diagnosed with ADD . I have always pushed myself to get good grades and to take as many AP and honors classes as I can handle. I enjoy learning about new things; however, my lack of focus got in the way of my learning. It bothers me when people say ADD/ADHD is made up. I know that people who don&#039;t have this disorder can&#039;t truly understand what it&#039;s like. Without adderall my mind is foggy and I can&#039;t take the fog away to learn about the things that I love. All my friends know that I have a strong passion for physics and astronomy, but it&#039;s very hard for me to pick up a book without forgetting most of what I read after I finished it. On adderall I feel like the fog fades always and my mind is like a clear sunny day. Oh how I wish that I didn&#039;t have to take this every day and just naturally be as focused. I am just an 18 year old who is trying to pursue her dreams, but without this medication I&#039;m not sure how I can get through college to learn what I love. I can now look through my telescope at the stars without the clouds getting in the way.""",6-May-17,66,Moderate Side Effects,1
170156,Quetiapine,Generalized Anxiety Disorde,"""Seroquel is like the silver bullet. It not only relieved me of my anxiety, it also makes me feel positive, serene and generally in a good mood! I am on 125 mg at night. I was on 100mg but went off to try Risperidone ( to try to help with the weight gain). Risperidone was not nearly as effective for me as Seroquel so I went back on but 100 mg wasn&#039;t enough so I upped it to 125mg and I am back to feeling great!

I have had weight gain but I feel so much better being on Serequel. My doctor recommended I cut out carbs and sugar. When I did cut out carbs and sugar I did loose weight but it is difficult for me to stick with.""",27-Mar-17,25,Mild Side Effects,5
163445,Methylphenidate,ADHD,"""This drug has cause way to many side effects on my 12 year old grandchild. Has cause her body to over develop very fast.""",20-May-17,11,Severe Side Effects,1
99724,Magnesium sulfate / potassium sulfate / sodium sulfate,Bowel Preparation,"""Wasn&#039;t that bad. It&#039;s my first time getting a colonoscopy at 20 years old and I was both pleasantly surprised and horribly disappointed. The taste is bad but not terrible - definitely like salty grape or cherry cough syrup. I had a harder time getting down the water after the actual medicine because it made me so nauseous. I had really terrible shakes and chills but it passed within the first hour, along with the cramping and the nausea. I would stay on the toilet if I were you and definitely keep wet wipes handy. After the initial symptoms it was really easy to deal with, I would recommend it.""",7-Oct-16,13,Extremely Severe Side Effects,5
211816,Lamotrigine,Bipolar Disorde,"""This drug is a god send I suffered from bipolar since I was 17 im now 21 I have mixed episode that last for 6 month or more. I tried evey single medicine and I mean every thing antidepressant make me worse I have panic attack, fears ,alot of tears, a lot of depression, obsessive songs in my head lol and nothing seems to work like this one. I left all other drugs (not cold turkey ) , and started it and within 2 weeks I got normal - no panic, no depression and of course no hypomanic no side effect at all , this drug saved I&#039;m more stable focused try it if you are bipolar 2 its a game changer""",21-Sep-16,60,Mild Side Effects,3
137439,Isotretinoin,Acne,"""This was the only drug that ever cleared up the horrible acne problem I had with minimal side effects which included dry sinuses (bleeding from nose), VERY dry lips, easily sunburned, and some other minor irritation but that was all worth it for clearing up the horrible acne I had and changing my life forever as it did!""",3-Dec-09,12,Extremely Severe Side Effects,5
182087,Micardis HCT,High Blood Pressure,"""I find that the medication works very well and have had little side effects until I was out in the sun for an extended period of time and fainted.  Have never fainted before and attributed it to dehydration.  Drink lots of water!""",10-Dec-09,15,No Side Effects,4
38171,Albuterol,Bronchospasm Prophylaxis,"""Albuterol tablet has serious side effects. I have been trembling, extremely tired, muscle weakness, unsettled and completely abnormal feeling for 24 hours. I had to take off work today due to Side Effects Not my initial ailment! Please be careful prescribing this Docs.""",12-Nov-15,1,Mild Side Effects,5
224770,Bupropion,Depression,"""Dude... OK... I&#039;ve only been taking this a few days and my Dr is starting me on a low dose of 150mg... But I just needed to say something about how I feel.
I struggle with depression and ADD... I struggle with impulsive masochistic behavior when going through a tough time... Like binge eating etc.
Today....... I felt calm. Pleasantly neutral happy and calm... A little foggy headed, tired and quiet and *tiny* headache... But it was amazing to not feel the intense emotions. I had some coffee and then I really got some housework done for the first time in weeks.
I hope that this helps me lose weight... Not just by curbing appetite but because I&#039;ll be less prone to the emotions that drive me to binge. I&#039;m HOPEFUL. We&#039;ll see how it goes!""",5-Aug-17,16,Mild Side Effects,5
71749,Tramadol,Chronic Pain,"""I was prescribed tramadol by my pain management doctor along with gralise (extended release gabapentin) and epidural cortisone injections for pain from cervical and lumbar stenosis. I loved it at first - it enabled me to resume walking and sleeping through the night. But after 3 months I had upped the number of pills I was taking to the max 400mg/day because I was becoming tolerant to it. When I had to go off it due to surgery I decided to stay off it and experienced unpleasant withdrawal of sweats/chills and loss of appetite for about 4 days. Now I use a TENS device for pain at night (FDA recent approved a new device that can be worn at night) and am off tramadol. Tramadol was not a good long term solution for me.""",21-Nov-16,11,No Side Effects,5
176765,Nardil,Depression,"""I had been in and out of the hospital for many years, tried all classes of anti depressants and even several in different classes, BICYCLICS, TRICYCLICS, then most of the SSRI&#039;s.  After continuing to get worse, my doctor and I decided to try ECT (shock treatment). I received 13 treatments (and no, it was nothing like One Flew Over The Cookoo&#039;s Nest lol) but it also didn&#039;t help at all.  Thirty years burning down the road,  nowhere to run, got nowhere to go... he, as a last ditch effort, tried Nardil and to almost sound trite, I pulled a full 180 degree turn around. 
There were a few side-effects, some weight gain and a lessor libido and difficulty to orgasm,  though if you knew me now, you&#039;d know NONE of these side effects exist any longer!""",5-Nov-17,6,Mild Side Effects,4
15392,Ethinyl estradiol / norethindrone,Birth Control,"""I been on this BC pill for 4 months going on 5 months now. I have mix feelings about it. It&#039;s my first birth control pill and I didn&#039;t know what to expect but I read up on the side effects; so far I have experience mood swings, anxiety (which I was already having issues with) the pill made it worst when I do have episodes of it, weight gain (because I seem to crave sweets more often) and lack of sex drive. I also bleed ALOT my first two months into the pill like every two weeks and it lasted 5-7 days and was very heavy, but these last two months no period at all plus I haven&#039;t been that sexually active. I take the pill everyday at the same time. &amp; I workout daily. No serious breakouts from it but my breast have gotten bigger!! Which I love!""",5-Mar-17,4,No Side Effects,5
179316,Olanzapine,Bipolar Disorde,"""Made me really psychotic.""",20-Aug-14,25,No Side Effects,3
220549,Loestrin 24 Fe,0</span> users found this comment helpful.,"""So I have been taking Loestrin for about 1 1/2 years, everything is great except the price. I used to pay $24 a month then when I lost my insurance it went up to $98. Before Loestrin I was on YAZ, it made me feel nauseous, breast pain, and no sex drive. I switched to Loestrin and everything is amazing, but since I am a college student with rent I can not afford it.""",7-Aug-11,0,Moderate Side Effects,5
58267,Ciprofloxacin / dexamethasone,Otitis Media,"""This always does the trick for my ear infections. I have ear tubes and Ciprodex is far more effective than anything taken orally. I don&#039;t get side effects.""",3-Sep-11,24,No Side Effects,5
155216,Metronidazole,Trichomoniasis,"""I was prescribed the 2000mg one time doseage. Yes the pills have a horrible taste but I&#039;d rather taste that than have the symptoms of trich! I&#039;ve taken the same meds for BV before and usually end up pretty tired after about 2 hours or so. I took this about 12 hours after a night of heavy drinking. Have felt a little nauseous and had loose stools and a little head ache. But it&#039;s been 3 hours since I&#039;ve taken it and the odor is weaker and the discharge has dramatically decreased! Bye bye trich and bye bye cheating boyfriend that gave it to me!""",3-Mar-16,48,Mild Side Effects,5
73917,Ethinyl estradiol / norethindrone,Acne,"""I started taking this 7 months ago. I take it to control my periods and to help with my skin. I was taking Estrostep which worked great but due to price switched to this. It has made my skin breakout severely. I used to get a pimple or two around period time; with this I keep getting cystic acne that takes weeks to go away. I would not recommend this if you are prone to breakouts.""",17-Mar-12,11,Moderate Side Effects,5
126561,Acetaminophen,Sciatica,"""Tylenol does nothing for my sciatica. The pain is there all the time.""",5-Aug-11,42,Mild Side Effects,5
208353,Oseltamivir,Influenza,"""I was very worried to take this medicine after reading some of the reviews. I thought I would rather let the flu run its course instead of taking the medicine and risk getting sick to my stomach. I made sure to take the meds after eating a snack on the larger side/a meal and did not have a problem. My stomach felt a little upset about 2 hours after taking it, but not for very long. Within 10 hours of taking the first pill I could already see results. My 102 degree fever had went away and I was able to function again. That night I was sweating quite a bit, but I believe it was my fever breaking. I was a little tired the next day, I&#039;m guessing from being worn down from the flu, but had no fever. It is definitely worth taking, but with food.""",6-Feb-15,2,Extremely Severe Side Effects,5
53866,Dyrenium,Edema,"""I&#039;ve been suffering from extreme edema since 2009. I&#039;ve been on a different diuretics since then and have used in a combination Lasix &amp;  potassium and it has to help regulate the fluid retention. without the Dyrenium, my potassium levels drop to almost lethal level. Obviously this is an improvement! Side effects are not overtly noticeable due to the use of them with Lasix: Usual dry mouth, cramping of back &amp; legs, weakness.  I would rate it higher but it is very expensive.""",26-Mar-14,12,Moderate Side Effects,5
177504,Duloxetine,Chronic Pain,"""severe withdrawal from this drug after 8 weeks is cause enough to ban it from the market.  I have been going through detox with hot flashes, sleeplessness, throwing up and, stomach pain for the last week. My primary NEVER informed me of these possibilities. Is there a class action against them? It is time to ban it and stop Teva from manufacturing""",15-Feb-16,1,No Side Effects,5
201465,Zoloft,Depression,"""Zoloft did NOTHING for me....would not recommend it.""",17-Oct-15,28,Severe Side Effects,5
197972,Metoprolol,Supraventricular Tachycardia,"""I was started on this medicine after a trip to the ER. I have been dealing with Supraventricular Tachycardia my whole life, and at 49 it finally came to this point. Since starting the metoprolol, I have had heart flutters every day, all throughout the day, as well as some chest tightness, which I previously have not had. It also caused sun sensitivity and increased/extreme sweating. Although I have not had another serious attack, the side effects way outweigh any benefit for me. I decided to stop taking the metoprolol, and the heart flutter has greatly decreased, as well as the sweating. Next step for me is an ablation.""",10-Sep-14,58,No Side Effects,5
97019,Ambien,Insomnia,"""Stayed up all night """,30-Oct-14,46,No Side Effects,5
59162,Rotigotine,Restless Legs Syndrome,"""I took it about a week, It was too strong, and I found myself driving, and falling asleep, I went back to Baclofen, much safer for me""",24-May-15,12,Mild Side Effects,1
173707,Brexpiprazole,Major Depressive Disorde,"""I&#039;m taking this for Bipolar 2 with major depressive disorder that has been treatment resistant for over 5 years.  Rexulti is the first drug that has ever worked for me.  I have tried virtually everything previously with things making me a zombie, worse than I was or simply nothing at all.  Rexulti has been a miracle drug for me.  It does give me insomnia so I&#039;m going to try to switch to taking it in the morning to see if that helps.  I am on a 2 mg dose.""",14-Oct-16,46,No Side Effects,5
119895,Losartan,High Blood Pressure,"""Incredible results. Blood pressure was 177/85. After my second pill, It fell to 144/65. That was a month ago. Today it was 141/65. I am taking 25mg.""",5-Jan-16,31,Mild Side Effects,4
53653,Alesse,Birth Control,"""I was 22 when I was taking the pill and was on it for 3 months. I stopped because of the side affects. I was getting very, very emotional and moody about everthing. At first I wasn&#039;t sure if it was the birth control but I talked to other friends and they also had similiar problems. I also got very sore breasts which I never dealt with before so it really bothered me. And the biggest thing was I had a hard time remembering to take my pill around the same time then would get very paranoid I would become pregnant. I then tried the shot but that didn&#039;t go well either so I&#039;m going to try the patch next!""",11-May-13,9,No Side Effects,5
202295,Benzoyl peroxide / clindamycin,Acne,"""I was prescribed this cream by my doctor and its brilliant! I&#039;ve seen a lot of comments saying that it burns and it made peoples faces itchy but not everyone has the same skin. Our skin will react in different ways. But I have to say after the 1st time of using it the blackheads on my nose got smaller. I would highly recommend this cream. However it does leave my skin a bit dry and flaky but on the instruction sheet it says you can use a perfume free moisturiser or stop using it for a couple of days.""",20-Dec-14,50,No Side Effects,5
105663,Methylprednisolone,Inflammatory Conditions,"""I&#039;m a 47 year old dog groomer. I was prescribed 4mg /6 day pack for a deep root nerve inflammation in my neck due to an injury from a dog. I weigh 112 lbs. After 2 days of using this med, I went from 112 lbs to 119 lbs. I was in such a fog ; almost loopy.  My legs and joints hurt severely. I have been retaining water mostly in my legs. I read up on side affects. I stopped using this med and began drinking lots and lots of water to help with the water retention. It did help with my pain very quickly, but one needs to weigh the pros and cons. I&#039;m now wondering how long it will take to lose the near ten pounds it put on me. I&#039;m a very healthy eater. No fast food, soda or carbs. Caloric intake is still the same. Time will tell.""",12-Nov-15,26,Extremely Severe Side Effects,5
13766,Amphetamine / dextroamphetamine,ADHD,"""I am a 54 year old male just diagnosed.  I have been a successful overachiever all my life.  This drug has allowed me to stay on task and be much more focused.  I no longer feel the need to do 10 things at once and get nothing done.  I now have the benefit of good focus and concentration and don&#039;t feel I have lost any of the drive that has made me successful in the past.  No side effects.  Don&#039;t take it too late in the day though.""",12-Feb-09,58,Severe Side Effects,1
16394,Ethinyl estradiol / norethindrone,Birth Control,"""I just finished my first pack and haven&#039;t had many side effects. I was very worried about nausea but if you take it with food you won&#039;t have any problems. I have experienced breast tenderness, bloating, water retention (this is where the weight gain comes from), and a little bit of lack of sex drive. I do like it because it has cleared up some of my acne and I believe that I just got my &quot;period&quot; this week which was very light spotting. My insurance covers it also so it&#039;s free for me. I&#039;m pretty happy with it so far and I&#039;m glad its reacting fairly well with my body. Good luck!""",12-Feb-16,4,Moderate Side Effects,5
